,annotation,content,user
18834,"{'notes': '', 'label': ['0']}", what&;s your real name?,Lillysun
18835,"{'notes': '', 'label': ['0']}",  A nice monster. I would wanna be the closet monster that hides in the closet but really im just nice and want a little kid friend to play with :],Craziscorpio
18836,"{'notes': '', 'label': ['0']}",  I have my nipples pierced. ha,freakinbox
18837,"{'notes': '', 'label': ['0']}",  :D i love you to<3,kgfullerton
18838,"{'notes': '', 'label': ['0']}", For those who give a crap: I am nnot dead. I am alive. And recently found out I was pregnant. I will not be getting on here anymore. But please add me on Myspace. Links on my page.,youngkris
18839,"{'notes': '', 'label': ['0']}",  MUSE. I want to see them live real bad.,Greatlakesmann
18840,"{'notes': '', 'label': ['0']}",  yes,Waskonator
18841,"{'notes': '', 'label': ['0']}",  MMMMHHHMMM i love chinese and mexican. haha,barbarajulianne
18842,"{'notes': '', 'label': ['0']}",  kkkkk thanks for all your spam in a can.,beejit
18843,"{'notes': '', 'label': ['0']}",  Idk. I wouldn't be able to talk to you!! :( hahha its taken me too long to catch up on here. I feel like its been forever. :0,iandeeley
18844,"{'notes': '', 'label': ['0']}", have you ever gotten into a fight?,CatBullock
18845,"{'notes': '', 'label': ['0']}",  favorite? umm hip hop and r&amp;b basically 102.7 kiis fm and 97.1 amp radio are the only stations i listen to :D,stoopeck
18846,"{'notes': '', 'label': ['0']}", Do you volunteer for anything?,Janeypud
18847,"{'notes': '', 'label': ['0']}",  Yes. Its dumb. hahah,Shan10
18848,"{'notes': '', 'label': ['0']}", How do you eat your cookie? (eat around edges  break in half  just eat it lol),XxSimmyxX
18849,"{'notes': '', 'label': ['0']}",  rollerblading  painting  doodling  formspringing  eating  planting flowers  smiling  taking pictures  reading  drawing  writing always. :],TheOriginalSven
18850,"{'notes': '', 'label': ['0']}",  haha okay.r we are friends.,Rachel_E_H
18851,"{'notes': '', 'label': ['0']}", Have you locked yourself out of you house?,xxbrockstarxx
18852,"{'notes': '', 'label': ['0']}",  my little brother had cancer when he was 2. thats what i can honestly say made me want to become a nurse. helping people. I feel its something I can do :] r And I like to talk and keep spirits up sooo it fits me i think..,stoopeck
18853,"{'notes': '', 'label': ['0']}", Who is your loudest friend?,Em_H
18854,"{'notes': '', 'label': ['0']}", Have you ever walked away from someone who meant alot to you?,geektreschic
18855,"{'notes': '', 'label': ['0']}",  lilgego1youngg@yahoo.com,SteveS956
18856,"{'notes': '', 'label': ['0']}",  i still do!,MadlyLovely
18857,"{'notes': '', 'label': ['0']}", How do you think STD&;s came to be?,WazirAziz
18858,"{'notes': '', 'label': ['0']}", Are you willing to travel for your dream job?,pattiiicakes
18859,"{'notes': '', 'label': ['0']}", What&;s your dream car?,pupsinmelb
18860,"{'notes': '', 'label': ['0']}", OKAY. i was kidding down there lol. but 2 the other ppl that are being serious..SCREW-YOUR-SELFS. shes sooo pretty and you dont need 2 be sittinghere being mean to my friend!! your just jealous ur not as pretty as her (: <3 you tabi!!,ParentStudent
18861,"{'notes': '', 'label': ['0']}",  lmao ya da one yew made,with_a_ph
18862,"{'notes': '', 'label': ['0']}", mountains or beach?,hawcroft
18863,"{'notes': '', 'label': ['0']}", Are you one of those people that doesnu2019t like chocolate?,undrockroll
18864,"{'notes': '', 'label': ['0']}", If you could learn any magic trick which would you like to learn?,hellosascha
18865,"{'notes': '', 'label': ['0']}", (this one is bothering me a bit.) Why does it seem like most everyone wants to knwo if the world will end in 2012? Are we going to fear it till it&;s over like Y2K?,tiffyniffy
18866,"{'notes': '', 'label': ['0']}", close your eyes and count until 10 NOW.       what went through your mind? be honest,tophatdog
18867,"{'notes': '', 'label': ['0']}", What&;s your favorite flavor of jello?,FruitTree101
18868,"{'notes': '', 'label': ['0']}", Would you consider yourself to be spoiled?,KatharineBerry
18869,"{'notes': '', 'label': ['0']}",  rude people,Simply_Positive
18870,"{'notes': '', 'label': ['0']}", what will you do f you found out that you are adopted?,theonlybailey
18871,"{'notes': '', 'label': ['0']}", Doesn&apos;t expecting the unexpected make the unexpected become the expected?,ScottFree101
18872,"{'notes': '', 'label': ['0']}",  awhhh thank you jordy.. :),laceyangela
18873,"{'notes': '', 'label': ['0']}",  not for a while. i havent' been on in a while.,jaystrut
18874,"{'notes': '', 'label': ['0']}", When does school start for you? Mine starts Aug. 19th &quot;/,DebbieSquire
18875,"{'notes': '', 'label': ['0']}",  idk,tatsy
18876,"{'notes': '', 'label': ['0']}",  fortpolk. a military base,changeincolors
18877,"{'notes': '', 'label': ['0']}",  i dont no haha,pattiiicakes
18878,"{'notes': '', 'label': ['0']}", <3,WelshITGirl
18879,"{'notes': '', 'label': ['0']}", 10 things you want to do before you die,phantomberkanna
18880,"{'notes': '', 'label': ['0']}",  A writer. I wanted to be a writer creative novelist so bad.,gerritstoker
18881,"{'notes': '', 'label': ['0']}", How Many Siblings Do You Have?,swiertz
18882,"{'notes': '', 'label': ['0']}",  Denny's :DDD,Jvannasone
18883,"{'notes': '', 'label': ['0']}",  seriously me to  it drives me crazy :(,bazzer
18884,"{'notes': '', 'label': ['0']}",  Turning into a dragonfly and flying around the world. r The sun coming out and shining sparkle onto everyones face.r The entire society except kindness and show it throughout.r All sugar turned to water.r Every little hair on my body wiggling around dancing to the funky chicken.,kristiskwips
18885,"{'notes': '', 'label': ['0']}", Do you prefer to ask question or answer them? why do you think this is?,MzEnY
18886,"{'notes': '', 'label': ['0']}", haha [:,Briebird
18887,"{'notes': '', 'label': ['0']}",  serious? they are a good band :D,marinacantu
18888,"{'notes': '', 'label': ['0']}", are you studying or working?,ellajackson
18889,"{'notes': '', 'label': ['0']}", Have you ever hit one of your parents?,Cherye101
18890,"{'notes': '', 'label': ['0']}", luk like dhat boii tyga tyga,ReyaAnaiss
18891,"{'notes': '', 'label': ['0']}", HAHA NOPE IM NOT TAQUISHA EITHER....i TALK TO YOU ALOT ON TWITTER;) <3,Mikanese
18892,"{'notes': '', 'label': ['0']}", People say &quot;I don&;t know&quot; alot. Is that a real answer? (Personally I think not.),pandaCANdance
18893,"{'notes': '', 'label': ['0']}", in your opinion  what is the best thing about being a nurse?,theangel
18894,"{'notes': '', 'label': ['0']}", What do you think Victoriau2019s secret is? ;p,loris_sl
18895,"{'notes': '', 'label': ['0']}",  couple times. car accident that sent me across three lanes of traffic in heavy rain  spinning. not one car hit me. it was crazy,somefool
18896,"{'notes': '', 'label': ['0']}",  hahahahahah is this dakota? ill read you one soooon,melpeace21
18897,"{'notes': '', 'label': ['0']}", what time is it?,jhvilas
18898,"{'notes': '', 'label': ['0']}", What was the worst job you&;ve ever had?,yanyan16
18899,"{'notes': '', 'label': ['0']}", If you had the choice to see the future  would you?,Chili_bex
18900,"{'notes': '', 'label': ['0']}", Should I ask more serious questions?,iloveparamore98
18901,"{'notes': '', 'label': ['0']}",  I LOVE Sudoku's :] Read  Paint  I think I would be just fine recovering :),Vytal
18902,"{'notes': '', 'label': ['0']}", Do you like Care Bears?,mustelidmaniac
18903,"{'notes': '', 'label': ['0']}", Do prison buses have emergency exits?,xll00llx
18904,"{'notes': '', 'label': ['0']}", Musicals:  Cheesy or entertaining?,MiseryXchord
18905,"{'notes': '', 'label': ['0']}", never mindVVV,SeminoleSquared
18906,"{'notes': '', 'label': ['0']}", Do you have any jewelery on?,jigsawtooth
18907,"{'notes': '', 'label': ['0']}",  I know how to change a tire  change my oil  what most parts of the car and motor is. I can put all liquids in my motor :] and I soo have my own jumpers haha,theangel
18908,"{'notes': '', 'label': ['0']}", What would you do if your partner cheated on you?,katiehogan
18909,"{'notes': '', 'label': ['0']}",  hi!!,ikcaro
18910,"{'notes': '', 'label': ['0']}", I nearly ran over a prostitute once with my car.(True story.) What&;s the craziest thing you&;ve nearly hit?,treacleheart
18911,"{'notes': '', 'label': ['0']}", What&;s your number then?,Lydisquidie
18912,"{'notes': '', 'label': ['0']}",  One fluently. Spanish pequinta,Teeshy
18913,"{'notes': '', 'label': ['0']}",  yes love one,tokio_charlotte
18914,"{'notes': '', 'label': ['0']}",  umm dont start school yet lol,jenitals
18915,"{'notes': '', 'label': ['0']}", What trait do you love the most and least about yourself?,avaAmyV182
18916,"{'notes': '', 'label': ['0']}", Do you have your own bank account?:,carlab2009
18917,"{'notes': '', 'label': ['0']}", lmfao umhuhh flaw buddiee,merliardo
18918,"{'notes': '', 'label': ['0']}", if you could live anywhere in the world where would you live,ayyorudy
18919,"{'notes': '', 'label': ['0']}", If you were a monster  what monster would you be?,whiteflipchick
18920,"{'notes': '', 'label': ['0']}",  okayy,Natasha_Is
18921,"{'notes': '', 'label': ['0']}", What kind of glasses do you have?,kdubs944
18922,"{'notes': '', 'label': ['0']}",  September 22nd<3,MsIcyy
18923,"{'notes': '', 'label': ['0']}", What reality show do you wish you could be part of?,loveivy
18924,"{'notes': '', 'label': ['0']}", who do u like???r r r cough justin??? cough,_BbBb_
18925,"{'notes': '', 'label': ['0']}", Would you have sex with a fat guy?!?!,jeremykyle16
18926,"{'notes': '', 'label': ['0']}", I am off for right now. I feel sick. And personally I hate being sick. So leave me things to make me smile&amp;questions. Thanks babes!<3,Jig_T
18927,"{'notes': '', 'label': ['0']}", Cheetos or Fritos?,thealexcampbell
18928,"{'notes': '', 'label': ['0']}", What do you think is your most attractive feature?,dcharrison
18929,"{'notes': '', 'label': ['0']}",  Ah me. by griffen house :] idk why. It just makes me happy,BARFerley
18930,"{'notes': '', 'label': ['0']}", Omg all these Texans are so sensitive!,ChardonnayBee
18931,"{'notes': '', 'label': ['0']}", If my questions bother you please let me know. Cause I am sick of &quot;IDK&quot; Answers. Seriously I am. Like badly.,lilkatelin
18932,"{'notes': '', 'label': ['0']}",  ?mm,CaitlinMack
18933,"{'notes': '', 'label': ['0']}", Do any of your close friends have children?,Sotoface
18934,"{'notes': '', 'label': ['0']}",  foooooooooooooood! :D,quillprincess
18935,"{'notes': '', 'label': ['0']}", I Hate When Formspring Messes Up  Don&;t You ? -_-,GreenEricGreen
18936,"{'notes': '', 'label': ['0']}", Do you sleep with noise or in complete silence?,Zane_techshow
18937,"{'notes': '', 'label': ['0']}",  its life I suppose.,gilbertruiz
18938,"{'notes': '', 'label': ['0']}", Do you think we will always find a reason to go to war?,SvenGSXR
18939,"{'notes': '', 'label': ['0']}",  why thankyou =],Behiko
18940,"{'notes': '', 'label': ['0']}",  MMMag i love it!,l3enson
18941,"{'notes': '', 'label': ['0']}", What was the most interesting place you&;ve traveled to?,SassyHayestown
18942,"{'notes': '', 'label': ['0']}",  Hayyy :],lauraaa30
18943,"{'notes': '', 'label': ['0']}", Are you frightened of spiders?,honshi
18944,"{'notes': '', 'label': ['0']}", YOU FRENDZZ Wiff MEH BestiE KRISSy>?! IT BE TOOTsiE!(=<454333 oh YEAHP I LUH HERM (:,matildasue8
18945,"{'notes': '', 'label': ['0']}", Dont you hate when they fucken yell at you for not texting back? lol i do!!!,mubly
18946,"{'notes': '', 'label': ['0']}", When was the first time that you had beer?,BossTycoonLZ
18947,"{'notes': '', 'label': ['0']}",  Yes. And im sure there are tons that soo could.,punchthepotato
18948,"{'notes': '', 'label': ['0']}", Do you ever think you smile too little?,nocka
18949,"{'notes': '', 'label': ['0']}",  mhm diz shirt iHad 5 yearz ago,LouiseRedknapp
18950,"{'notes': '', 'label': ['0']}", For all the people who read my blog  I&;ve changed it/Para tod@s l@s que leu00e9is el blog  lo he cambiado (de aspecto  nombre y link  las historias son las mismas xD): http://perdidaentretuszapatos.blogspot.com/ (What do you think/u00bfQuu00e9 os parece?),CheekyTwat
18951,"{'notes': '', 'label': ['0']}",  I guess. so,MeganJoan
18952,"{'notes': '', 'label': ['0']}",  control issues i guesss,droidgeek
18953,"{'notes': '', 'label': ['0']}", That wasn&;t me,AussieGemm
18954,"{'notes': '', 'label': ['0']}", Fav Fantisey ?? Doesn&;t have to be Sexual   do you want to rich or famous or just live on a deserted Island ?? Anything,cassyecky
18955,"{'notes': '', 'label': ['0']}",  no thank you haha,kristine_ann
18956,"{'notes': '', 'label': ['0']}", in making decisions  you always end up following what your ______ says.. heart or brain?,ashleymiranda1
18957,"{'notes': '', 'label': ['0']}", What time is your alarm clock set for?,mikeeplusd
18958,"{'notes': '', 'label': ['0']}",  LOWKEYY;; hehe Don't even trip<$,wbmsic
18959,"{'notes': '', 'label': ['0']}", Name a bird with a long neck.,Asbo_T
18960,"{'notes': '', 'label': ['0']}", Do you take your daily vitamins?,Wo0t
18961,"{'notes': '', 'label': ['0']}",  Janet jackson. You ain't right. :],LachlanPryor
18962,"{'notes': '', 'label': ['0']}",  okay ill check it out,natamazinggx3
18963,"{'notes': '', 'label': ['0']}", Do you feel that children should be sheltered from unhappiness?,s72626842
18964,"{'notes': '', 'label': ['0']}", Have you ever peed in the woods?,vestris
18965,"{'notes': '', 'label': ['0']}", big booty whore.!!<3 omg i miss you soooo much): dontt go to north.!!):,Smartidiotx
18966,"{'notes': '', 'label': ['0']}", What did you do for your last birthday?,Shreena_xo
18967,"{'notes': '', 'label': ['0']}",  i would have liked to have seen the solar eclipse that only happens every like 7 years..or whatever. it just happened this year. but i wish i would of gotten to see it in person.,dekrazee1
18968,"{'notes': '', 'label': ['0']}",  lol ohkay hi,DTTwilight
18969,"{'notes': '', 'label': ['0']}", Would yu ever even think abou goin out wit hannah fish or donna james?,therealroc
18970,"{'notes': '', 'label': ['0']}",  ice cream :),prettyangela
18971,"{'notes': '', 'label': ['0']}", Have you ever played baseball?,MJoseph15
18972,"{'notes': '', 'label': ['0']}", If you did come back as a ghost where would you haunt?,CeCeTaTz
18973,"{'notes': '', 'label': ['0']}", How many languages can you fluently speak?,SuperGreek
18974,"{'notes': '', 'label': ['0']}",  oh EASYYY!!!!r ventrilaquist dummies  you no with the to lines by the mouth and stuff and a ventrilaquist makes the talk  i am deathly afriad.,AvonteNikole
18975,"{'notes': '', 'label': ['0']}",  Yes. because they're awesome and I love suprises.,vanavanavana
18976,"{'notes': '', 'label': ['0']}",  a bunch im sure. white lies are the hardest to remember,Waynekong
18977,"{'notes': '', 'label': ['0']}",  :D thankyou  your soo nice :)!!,veeckhout
18978,"{'notes': '', 'label': ['0']}",  lmfao im telling yew,JordanJonas14
18979,"{'notes': '', 'label': ['0']}", Do you think people are addicted to FS?,TakeAWish
18980,"{'notes': '', 'label': ['0']}", have you seen the trailer for Lindsay Lohan&;s new movie &quot;machete&quot;? if so what do you think?,halesann
18981,"{'notes': '', 'label': ['0']}",  Yes. With my sister. haha we went night swimming in our pool in our backyard. Just so we could answer this question. ;],rociocartes
